ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
57137,25-34 years old,4,NA,NA
57138,25-34 years old,7,273600,180860
57139,25-34 years old,7,156450,156450
57140,25-34 years old,19,NA,NA
57141,25-34 years old,11,345000,345000
57142,18-24 years old,2,NA,NA
57143,18-24 years old,1,NA,NA
57144,18-24 years old,6,NA,NA
57145,35-44 years old,15,26400,37148
57146,Under 18 years old,8,11000,11780
57147,Under 18 years old,1,NA,NA
57148,25-34 years old,6,11825,11825
57149,18-24 years old,1,NA,NA
57150,35-44 years old,18,160000,105766
57151,25-34 years old,4,24000,24000
57152,18-24 years old,4,NA,NA
57153,35-44 years old,8,75000,93104
57154,25-34 years old,21,175000,175000
57155,25-34 years old,6,52000,38663
57156,18-24 years old,10,NA,NA
57157,45-54 years old,2,NA,NA
57158,25-34 years old,3,1981149,401928
57159,18-24 years old,6,NA,NA
57160,Under 18 years old,1,NA,NA
57161,25-34 years old,16,NA,NA
57162,25-34 years old,5,32000,8694
57163,35-44 years old,19,170000,170000
57164,55-64 years old,20,200000,200000
57165,18-24 years old,8,NA,NA
57166,25-34 years old,19,250000,250000
57167,Under 18 years old,4,NA,NA
57168,18-24 years old,11,NA,NA
57169,25-34 years old,8,2860,580
57170,35-44 years old,27,NA,NA
57171,18-24 years old,6,NA,NA
57172,25-34 years old,10,NA,NA
57173,18-24 years old,2,NA,NA
57174,25-34 years old,8,84000000,19341
57175,25-34 years old,15,150000,150000
57176,25-34 years old,12,NA,NA
57177,25-34 years old,5,15000,15000
57178,18-24 years old,3,72000000,4848
57179,35-44 years old,25,NA,NA
57180,25-34 years old,10,1500000,18175
57181,18-24 years old,8,NA,NA
57182,Under 18 years old,3,NA,NA
57183,25-34 years old,15,NA,NA
57184,35-44 years old,4,NA,NA
57185,25-34 years old,13,185000,185000
57186,25-34 years old,16,NA,NA
57187,65 years or older,16,90000,90000
57188,25-34 years old,10,NA,NA
57189,45-54 years old,20,NA,NA
57190,65 years or older,39,NA,NA
57191,35-44 years old,25,230000,230000
57192,18-24 years old,2,NA,NA
57193,18-24 years old,8,NA,NA
57194,25-34 years old,8,1800000,21810
57195,18-24 years old,6,720000,12794
57196,25-34 years old,5,NA,NA
57197,35-44 years old,23,NA,NA
57198,25-34 years old,7,130000,85935
57199,45-54 years old,5,NA,NA
57200,25-34 years old,10,NA,NA
57201,25-34 years old,9,1000000,57249
57202,25-34 years old,10,140000,140000
57203,25-34 years old,12,NA,NA
57204,25-34 years old,5,NA,NA
57205,18-24 years old,4,NA,NA
57206,18-24 years old,5,NA,NA
57207,25-34 years old,4,NA,NA
57208,25-34 years old,9,780000000,33183
57209,35-44 years old,5,NA,NA
57210,35-44 years old,30,NA,NA
57211,25-34 years old,4,1200000000,28347
57212,18-24 years old,2,NA,NA
57213,35-44 years old,22,NA,NA
57214,18-24 years old,3,NA,NA
57215,55-64 years old,45,NA,NA
57216,25-34 years old,15,NA,NA
57217,Under 18 years old,4,NA,NA
57218,45-54 years old,28,NA,NA
57219,18-24 years old,4,NA,NA
57220,55-64 years old,43,NA,NA
57221,35-44 years old,22,NA,NA
57222,25-34 years old,22,NA,NA
57223,35-44 years old,2,NA,NA
57224,25-34 years old,12,80000,4580
57225,18-24 years old,3,NA,NA
57226,35-44 years old,22,175000,130115
57227,35-44 years old,16,NA,NA
57228,Under 18 years old,5,NA,NA
57229,35-44 years old,3,325,325
57230,Under 18 years old,4,NA,NA
57231,25-34 years old,3,NA,NA
57232,18-24 years old,6,NA,NA
57233,Under 18 years old,1,NA,NA
57234,35-44 years old,15,700000,64499
57235,18-24 years old,Less than 1 year,NA,NA
57236,25-34 years old,10,NA,NA
57237,35-44 years old,22,66000,70679
57238,25-34 years old,2,500000,1083
57239,35-44 years old,23,101000,108160
57240,25-34 years old,11,9300000,66665
57241,35-44 years old,1,NA,NA
57242,45-54 years old,42,310000,310000
57243,18-24 years old,10,158000,158000
57244,25-34 years old,12,0,NA
57245,18-24 years old,6,NA,NA
57246,45-54 years old,30,NA,NA
57247,35-44 years old,7,NA,NA
57248,45-54 years old,9,NA,NA
57249,35-44 years old,3,50000,62069
57250,Under 18 years old,4,NA,NA
57251,25-34 years old,5,66500,40367
57252,25-34 years old,8,205000,135513
57253,35-44 years old,22,50000,53545
57254,18-24 years old,8,41558,51589
57255,18-24 years old,4,NA,NA
57256,25-34 years old,11,360000,96220
57257,25-34 years old,NA,NA,NA
57258,25-34 years old,6,23500,76082
57259,18-24 years old,3,NA,NA
57260,35-44 years old,7,NA,NA
57261,25-34 years old,13,NA,NA
57262,25-34 years old,9,1081000000,45988
57263,18-24 years old,3,NA,NA
57264,45-54 years old,30,NA,NA
57265,35-44 years old,8,50000,2810
57266,35-44 years old,23,130000,139216
57267,18-24 years old,3,NA,NA
57268,55-64 years old,38,75000,80317
57269,55-64 years old,39,300000,372415
57270,Under 18 years old,3,NA,NA
57271,25-34 years old,6,85000,85000
57272,45-54 years old,39,NA,NA
57273,25-34 years old,2,180000,1673
57274,18-24 years old,5,NA,NA
57275,35-44 years old,11,NA,NA
57276,18-24 years old,5,NA,NA
57277,18-24 years old,8,NA,NA
57278,25-34 years old,11,NA,NA
57279,Prefer not to say,7,70000,70000
57280,25-34 years old,9,46000,49261
57281,25-34 years old,8,110000,81787
57282,25-34 years old,14,3600000,43621
57283,18-24 years old,2,NA,NA
57284,18-24 years old,3,NA,NA
57285,45-54 years old,37,NA,NA
57286,18-24 years old,4,NA,NA
57287,25-34 years old,NA,919,2
57288,25-34 years old,12,136000,136000
57289,18-24 years old,3,NA,NA
57290,25-34 years old,10,NA,NA
57291,35-44 years old,23,300000,300000
57292,25-34 years old,3,NA,NA
57293,18-24 years old,8,760000,9209
57294,25-34 years old,13,NA,NA
57295,35-44 years old,30,2400000,109185
57296,Under 18 years old,2,NA,NA
57297,25-34 years old,8,NA,NA
57298,25-34 years old,11,70000,70000
57299,25-34 years old,7,2700000,9452
57300,25-34 years old,3,384000,4653
57301,18-24 years old,12,170000,5519
57302,18-24 years old,6,75000,909
57303,35-44 years old,15,NA,NA
57304,35-44 years old,5,NA,NA
57305,45-54 years old,40,NA,NA
57306,35-44 years old,22,85000,91026
57307,18-24 years old,8,NA,NA
57308,35-44 years old,25,NA,NA
57309,35-44 years old,24,85000,91026
57310,18-24 years old,3,NA,NA
57311,18-24 years old,7,NA,NA
57312,25-34 years old,10,NA,NA
57313,25-34 years old,13,80000,85672
57314,18-24 years old,7,NA,NA
57315,25-34 years old,3,375840,21517
57316,25-34 years old,14,30000,30000
57317,18-24 years old,3,NA,NA
57318,18-24 years old,2,NA,NA
57319,18-24 years old,3,NA,NA
57320,25-34 years old,12,NA,NA
57321,25-34 years old,15,55000,58899
57322,18-24 years old,4,NA,NA
57323,35-44 years old,20,680000,62656
57324,25-34 years old,10,91500,91500
57325,18-24 years old,4,NA,NA
57326,55-64 years old,42,90000,96381
57327,25-34 years old,7,NA,NA
57328,25-34 years old,18,NA,NA
57329,Under 18 years old,3,NA,NA
57330,35-44 years old,NA,NA,NA
57331,18-24 years old,7,55555,59494
57332,25-34 years old,12,420000,19743
57333,25-34 years old,10,60000,64254
57334,18-24 years old,6,60000,39662
57335,25-34 years old,13,230000,230000
57336,18-24 years old,4,NA,NA
57337,55-64 years old,33,60000,74483
57338,25-34 years old,12,50000,53545
57339,35-44 years old,4,NA,NA
57340,25-34 years old,10,3600000000,85041
57341,25-34 years old,14,2200000,26657
57342,35-44 years old,27,360000,86134
57343,35-44 years old,31,150000,160634
57344,25-34 years old,17,160000,97123
57345,25-34 years old,11,51000,63310
57346,35-44 years old,22,230000,246306
57347,25-34 years old,10,910000,8460
57348,18-24 years old,6,NA,NA
57349,45-54 years old,40,120000,148966
57350,35-44 years old,37,NA,NA
57351,45-54 years old,36,140000,154303
57352,25-34 years old,14,NA,NA
57353,45-54 years old,25,NA,NA
57354,25-34 years old,7,NA,NA
57355,18-24 years old,9,NA,NA
57356,18-24 years old,6,NA,NA
57357,25-34 years old,13,NA,NA
57358,35-44 years old,12,1200000,62246
57359,25-34 years old,13,NA,NA
57360,18-24 years old,10,NA,NA
57361,55-64 years old,30,NA,NA
57362,18-24 years old,4,200000,2288
57363,25-34 years old,9,30000,32127
57364,35-44 years old,25,NA,NA
57365,35-44 years old,20,100000,107090
57366,35-44 years old,30,110000,110000
57367,45-54 years old,25,57000,61041
57368,18-24 years old,1,NA,NA
57369,35-44 years old,6,30000,32127
57370,18-24 years old,5,NA,NA
57371,25-34 years old,20,624000,89722
57372,25-34 years old,4,NA,NA
57373,45-54 years old,15,NA,NA
57374,18-24 years old,1,NA,NA
57375,25-34 years old,8,4470000,54162
57376,18-24 years old,5,NA,NA
57377,65 years or older,30,NA,NA
57378,55-64 years old,40,NA,NA
57379,35-44 years old,18,NA,NA
57380,35-44 years old,17,73000,44313
57381,35-44 years old,15,378000,101032
57382,25-34 years old,4,400000,4847
57383,25-34 years old,5,200000000,46049
57384,25-34 years old,15,80000,85672
57385,25-34 years old,8,NA,NA
57386,25-34 years old,2,NA,NA
57387,25-34 years old,NA,NA,NA
57388,45-54 years old,9,NA,NA
57389,35-44 years old,NA,NA,NA
57390,25-34 years old,9,NA,NA
57391,18-24 years old,4,NA,NA
57392,25-34 years old,17,NA,NA
57393,Under 18 years old,3,NA,NA
57394,55-64 years old,43,187900,207096
57395,25-34 years old,10,NA,NA
57396,25-34 years old,Less than 1 year,NA,NA
57397,18-24 years old,12,NA,NA
57398,35-44 years old,26,2500000,230354
57399,35-44 years old,13,NA,NA
57400,Under 18 years old,4,NA,NA
57401,35-44 years old,25,0,NA
57402,35-44 years old,39,380000,230668
57403,18-24 years old,3,NA,NA
57404,18-24 years old,10,110000,110000
57405,45-54 years old,30,NA,NA
57406,35-44 years old,5,NA,NA
57407,25-34 years old,16,60000,64254
57408,25-34 years old,1,NA,NA
57409,25-34 years old,8,4000000,8665
57410,18-24 years old,3,NA,NA
